item_id,label,answer,target_date,window_start,window_end,longitude,latitude,burned_area_ha,source_file,source_sample,fold
mesogeos-pos-03026-2021-07-13,1,yes,2021-07-13,2021-06-13,2021-07-12,16.9102,39.0198,58.0,positives.csv,3026,6
mesogeos-pos-03056-2021-07-13,1,yes,2021-07-13,2021-06-13,2021-07-12,13.4766,37.9625,287.0,positives.csv,3056,2
mesogeos-pos-03648-2021-07-13,1,yes,2021-07-13,2021-06-13,2021-07-12,14.0304,42.1714,201.0,positives.csv,3648,6
mesogeos-pos-03670-2021-07-13,1,yes,2021-07-13,2021-06-13,2021-07-12,15.7824,41.1041,113.0,positives.csv,3670,9
mesogeos-pos-03676-2021-07-13,1,yes,2021-07-13,2021-06-13,2021-07-12,15.9335,41.8794,116.0,positives.csv,3676,4
mesogeos-pos-03888-2021-07-13,1,yes,2021-07-13,2021-06-13,2021-07-12,1.91746,41.4665,198.0,positives.csv,3888,8
mesogeos-pos-04971-2021-07-13,1,yes,2021-07-13,2021-06-13,2021-07-12,32.5976,34.8512,279.0,positives.csv,4971,6
mesogeos-pos-05985-2021-07-13,1,yes,2021-07-13,2021-06-13,2021-07-12,15.8328,43.8025,33.0,positives.csv,5985,1
mesogeos-pos-05989-2021-07-13,1,yes,2021-07-13,2021-06-13,2021-07-12,19.659,40.6208,31.0,positives.csv,5989,3
mesogeos-neg-15399-2021-07-13,0,no,2021-07-13,2021-06-13,2021-07-12,-2.55316,37.6806,,negatives.csv,15399,1
mesogeos-neg-15400-2021-07-13,0,no,2021-07-13,2021-06-13,2021-07-12,-6.77206,37.6101,,negatives.csv,15400,3
mesogeos-neg-15401-2021-07-13,0,no,2021-07-13,2021-06-13,2021-07-12,17.9674,40.4496,,negatives.csv,15401,2
mesogeos-neg-15402-2021-07-13,0,no,2021-07-13,2021-06-13,2021-07-12,30.0602,38.758,,negatives.csv,15402,0
mesogeos-neg-15403-2021-07-13,0,no,2021-07-13,2021-06-13,2021-07-12,-6.03703,32.2232,,negatives.csv,15403,4
mesogeos-pos-03674-2021-07-14,1,yes,2021-07-14,2021-06-14,2021-07-13,13.7888,41.4968,51.0,positives.csv,3674,5
mesogeos-neg-15404-2021-07-14,0,no,2021-07-14,2021-06-14,2021-07-13,12.7517,37.8719,,negatives.csv,15404,0
mesogeos-neg-15405-2021-07-14,0,no,2021-07-14,2021-06-14,2021-07-13,22.0353,39.9562,,negatives.csv,15405,5
mesogeos-neg-15406-2021-07-14,0,no,2021-07-14,2021-06-14,2021-07-13,25.2171,35.1835,,negatives.csv,15406,6
mesogeos-neg-15407-2021-07-14,0,no,2021-07-14,2021-06-14,2021-07-13,-3.77151,42.413,,negatives.csv,15407,5
mesogeos-neg-15408-2021-07-14,0,no,2021-07-14,2021-06-14,2021-07-13,1.27305,42.0304,,negatives.csv,15408,0
mesogeos-neg-15409-2021-07-14,0,no,2021-07-14,2021-06-14,2021-07-13,-1.8584,40.6006,,negatives.csv,15409,1
mesogeos-pos-03022-2021-07-15,1,yes,2021-07-15,2021-06-15,2021-07-14,13.7082,37.3081,139.0,positives.csv,3022,4
mesogeos-pos-03030-2021-07-15,1,yes,2021-07-15,2021-06-15,2021-07-14,16.7491,40.7416,329.0,positives.csv,3030,2
mesogeos-pos-03645-2021-07-15,1,yes,2021-07-15,2021-06-15,2021-07-14,15.5206,41.2048,39.0,positives.csv,3645,9
mesogeos-pos-04809-2021-07-15,1,yes,2021-07-15,2021-06-15,2021-07-14,26.8684,37.7612,510.0,positives.csv,4809,4
mesogeos-pos-04810-2021-07-15,1,yes,2021-07-15,2021-06-15,2021-07-14,26.8281,38.6372,51.0,positives.csv,4810,0
mesogeos-pos-04887-2021-07-15,1,yes,2021-07-15,2021-06-15,2021-07-14,33.232,36.2206,2410.0,positives.csv,4887,9
mesogeos-pos-08373-2021-07-15,1,yes,2021-07-15,2021-06-15,2021-07-14,8.77443,35.2943,1310.0,positives.csv,8373,3
mesogeos-neg-15410-2021-07-15,0,no,2021-07-15,2021-06-15,2021-07-14,6.47871,35.1835,,negatives.csv,15410,8
mesogeos-neg-15411-2021-07-15,0,no,2021-07-15,2021-06-15,2021-07-14,2.70284,44.3161,,negatives.csv,15411,9
mesogeos-neg-15412-2021-07-15,0,no,2021-07-15,2021-06-15,2021-07-14,5.7336,43.2689,,negatives.csv,15412,6
mesogeos-neg-15413-2021-07-15,0,no,2021-07-15,2021-06-15,2021-07-14,12.0066,42.6748,,negatives.csv,15413,0
mesogeos-neg-15414-2021-07-15,0,no,2021-07-15,2021-06-15,2021-07-14,-4.95965,40.4093,,negatives.csv,15414,7
mesogeos-neg-15415-2021-07-15,0,no,2021-07-15,2021-06-15,2021-07-14,3.34726,44.2154,,negatives.csv,15415,1
mesogeos-pos-01611-2021-07-16,1,yes,2021-07-16,2021-06-16,2021-07-15,-7.23523,40.3388,447.0,positives.csv,1611,5
mesogeos-pos-03025-2021-07-16,1,yes,2021-07-16,2021-06-16,2021-07-15,14.0002,37.2577,43.0,positives.csv,3025,1
mesogeos-pos-05988-2021-07-16,1,yes,2021-07-16,2021-06-16,2021-07-15,20.1322,39.9763,46.0,positives.csv,5988,4
mesogeos-neg-15416-2021-07-16,0,no,2021-07-16,2021-06-16,2021-07-15,21.0485,39.2413,,negatives.csv,15416,8
mesogeos-neg-15417-2021-07-16,0,no,2021-07-16,2021-06-16,2021-07-15,28.1069,37.449,,negatives.csv,15417,6
mesogeos-neg-15418-2021-07-16,0,no,2021-07-16,2021-06-16,2021-07-15,33.2622,36.9154,,negatives.csv,15418,2
mesogeos-neg-15419-2021-07-16,0,no,2021-07-16,2021-06-16,2021-07-15,-4.23468,37.3987,,negatives.csv,15419,6
mesogeos-neg-15420-2021-07-16,0,no,2021-07-16,2021-06-16,2021-07-15,17.1619,43.6012,,negatives.csv,15420,1
mesogeos-pos-01612-2021-07-17,1,yes,2021-07-17,2021-06-17,2021-07-16,-6.89289,42.4231,194.0,positives.csv,1612,0
mesogeos-pos-04425-2021-07-17,1,yes,2021-07-17,2021-06-17,2021-07-16,-8.6751,37.2376,2121.0,positives.csv,4425,8
mesogeos-neg-15421-2021-07-17,0,no,2021-07-17,2021-06-17,2021-07-16,9.13692,41.6579,,negatives.csv,15421,2
mesogeos-neg-15422-2021-07-17,0,no,2021-07-17,2021-06-17,2021-07-16,13.527,41.678,,negatives.csv,15422,9
mesogeos-neg-15423-2021-07-17,0,no,2021-07-17,2021-06-17,2021-07-16,12.6611,42.4332,,negatives.csv,15423,1
mesogeos-neg-15424-2021-07-17,0,no,2021-07-17,2021-06-17,2021-07-16,-8.08103,30.9042,,negatives.csv,15424,3
mesogeos-neg-15425-2021-07-17,0,no,2021-07-17,2021-06-17,2021-07-16,-3.01633,36.9254,,negatives.csv,15425,4
mesogeos-neg-15426-2021-07-17,0,no,2021-07-17,2021-06-17,2021-07-16,11.1809,43.4602,,negatives.csv,15426,9
mesogeos-pos-01613-2021-07-18,1,yes,2021-07-18,2021-06-18,2021-07-17,-2.03964,42.1412,330.0,positives.csv,1613,0
mesogeos-pos-02938-2021-07-18,1,yes,2021-07-18,2021-06-18,2021-07-17,9.27788,40.3187,149.0,positives.csv,2938,4
mesogeos-pos-04815-2021-07-18,1,yes,2021-07-18,2021-06-18,2021-07-17,27.4222,38.8083,165.0,positives.csv,4815,7
mesogeos-neg-15427-2021-07-18,0,no,2021-07-18,2021-06-18,2021-07-17,-0.287643,40.6912,,negatives.csv,15427,2
mesogeos-neg-15428-2021-07-18,0,no,2021-07-18,2021-06-18,2021-07-17,14.9064,41.4363,,negatives.csv,15428,2
mesogeos-neg-15429-2021-07-18,0,no,2021-07-18,2021-06-18,2021-07-17,2.12891,36.0595,,negatives.csv,15429,8
mesogeos-neg-15430-2021-07-18,0,no,2021-07-18,2021-06-18,2021-07-17,34.4302,37.1872,,negatives.csv,15430,5
mesogeos-neg-15431-2021-07-18,0,no,2021-07-18,2021-06-18,2021-07-17,17.3532,40.5603,,negatives.csv,15431,7
mesogeos-neg-15432-2021-07-18,0,no,2021-07-18,2021-06-18,2021-07-17,-5.86585,35.3748,,negatives.csv,15432,4
mesogeos-neg-15433-2021-07-19,0,no,2021-07-19,2021-06-19,2021-07-18,23.7873,40.8926,,negatives.csv,15433,3
mesogeos-neg-15434-2021-07-19,0,no,2021-07-19,2021-06-19,2021-07-18,-3.35868,38.2848,,negatives.csv,15434,1
mesogeos-neg-15435-2021-07-19,0,no,2021-07-19,2021-06-19,2021-07-18,-1.17371,42.1613,,negatives.csv,15435,4
mesogeos-neg-15436-2021-07-19,0,no,2021-07-19,2021-06-19,2021-07-18,14.836,41.2652,,negatives.csv,15436,3
mesogeos-neg-15437-2021-07-19,0,no,2021-07-19,2021-06-19,2021-07-18,6.89153,35.3345,,negatives.csv,15437,5
mesogeos-neg-15438-2021-07-19,0,no,2021-07-19,2021-06-19,2021-07-18,-4.14406,41.1041,,negatives.csv,15438,7
mesogeos-neg-15439-2021-07-20,0,no,2021-07-20,2021-06-20,2021-07-19,19.5784,42.0405,,negatives.csv,15439,6
mesogeos-neg-15440-2021-07-20,0,no,2021-07-20,2021-06-20,2021-07-19,26.5764,39.6239,,negatives.csv,15440,8
mesogeos-neg-15441-2021-07-20,0,no,2021-07-20,2021-06-20,2021-07-19,29.0231,36.9657,,negatives.csv,15441,5
mesogeos-neg-15442-2021-07-20,0,no,2021-07-20,2021-06-20,2021-07-19,-5.26171,37.2577,,negatives.csv,15442,2
mesogeos-neg-15443-2021-07-20,0,no,2021-07-20,2021-06-20,2021-07-19,30.4227,40.0972,,negatives.csv,15443,3
mesogeos-pos-00643-2021-07-21,1,yes,2021-07-21,2021-06-21,2021-07-20,-1.55633,42.2519,429.0,positives.csv,643,1
mesogeos-pos-05987-2021-07-21,1,yes,2021-07-21,2021-06-21,2021-07-20,19.2462,42.5037,232.0,positives.csv,5987,2
mesogeos-neg-15444-2021-07-21,0,no,2021-07-21,2021-06-21,2021-07-20,-2.2813,40.2784,,negatives.csv,15444,0
mesogeos-neg-15445-2021-07-21,0,no,2021-07-21,2021-06-21,2021-07-20,13.084,41.8592,,negatives.csv,15445,4
mesogeos-neg-15446-2021-07-21,0,no,2021-07-21,2021-06-21,2021-07-20,-6.3693,33.4114,,negatives.csv,15446,9
mesogeos-neg-15447-2021-07-21,0,no,2021-07-21,2021-06-21,2021-07-20,-8.01054,30.7834,,negatives.csv,15447,5
mesogeos-neg-15448-2021-07-21,0,no,2021-07-21,2021-06-21,2021-07-20,-8.79592,32.7972,,negatives.csv,15448,6
mesogeos-neg-15449-2021-07-21,0,no,2021-07-21,2021-06-21,2021-07-20,-2.51289,41.527,,negatives.csv,15449,5
mesogeos-pos-00645-2021-07-22,1,yes,2021-07-22,2021-06-22,2021-07-21,-3.40902,40.6711,33.0,positives.csv,645,5
mesogeos-pos-03679-2021-07-22,1,yes,2021-07-22,2021-06-22,2021-07-21,14.4936,42.0203,71.0,positives.csv,3679,6
mesogeos-pos-05986-2021-07-22,1,yes,2021-07-22,2021-06-22,2021-07-21,18.9944,42.6547,320.0,positives.csv,5986,6
mesogeos-neg-15450-2021-07-22,0,no,2021-07-22,2021-06-22,2021-07-21,33.9066,36.9556,,negatives.csv,15450,6
mesogeos-neg-15451-2021-07-22,0,no,2021-07-22,2021-06-22,2021-07-21,22.3172,37.5799,,negatives.csv,15451,3
mesogeos-neg-15452-2021-07-22,0,no,2021-07-22,2021-06-22,2021-07-21,-2.62364,36.9355,,negatives.csv,15452,8
mesogeos-neg-15453-2021-07-22,0,no,2021-07-22,2021-06-22,2021-07-21,-2.68406,36.9355,,negatives.csv,15453,3
mesogeos-neg-15454-2021-07-22,0,no,2021-07-22,2021-06-22,2021-07-21,-3.68089,42.0908,,negatives.csv,15454,7
mesogeos-neg-15455-2021-07-22,0,no,2021-07-22,2021-06-22,2021-07-21,22.9113,41.3457,,negatives.csv,15455,1
mesogeos-pos-03038-2021-07-23,1,yes,2021-07-23,2021-06-23,2021-07-22,13.4666,37.449,116.0,positives.csv,3038,1
mesogeos-pos-03039-2021-07-23,1,yes,2021-07-23,2021-06-23,2021-07-22,13.7284,37.4591,438.0,positives.csv,3039,7
mesogeos-pos-03041-2021-07-23,1,yes,2021-07-23,2021-06-23,2021-07-22,9.2074,39.5333,206.0,positives.csv,3041,6
mesogeos-pos-03061-2021-07-23,1,yes,2021-07-23,2021-06-23,2021-07-22,13.7988,37.8518,345.0,positives.csv,3061,7
mesogeos-pos-03081-2021-07-23,1,yes,2021-07-23,2021-06-23,2021-07-22,14.6748,37.3886,78.0,positives.csv,3081,7
mesogeos-pos-04793-2021-07-23,1,yes,2021-07-23,2021-06-23,2021-07-22,22.7502,37.8417,273.0,positives.csv,4793,3
mesogeos-pos-06017-2021-07-23,1,yes,2021-07-23,2021-06-23,2021-07-22,19.1253,42.403,169.0,positives.csv,6017,9
mesogeos-pos-08377-2021-07-23,1,yes,2021-07-23,2021-06-23,2021-07-22,8.43209,36.7845,43.0,positives.csv,8377,3
mesogeos-pos-08381-2021-07-23,1,yes,2021-07-23,2021-06-23,2021-07-22,9.73098,35.8783,513.0,positives.csv,8381,9
mesogeos-neg-15456-2021-07-23,0,no,2021-07-23,2021-06-23,2021-07-22,10.7681,43.6616,,negatives.csv,15456,6
mesogeos-neg-15457-2021-07-23,0,no,2021-07-23,2021-06-23,2021-07-22,-6.51027,41.1242,,negatives.csv,15457,8
mesogeos-neg-15458-2021-07-23,0,no,2021-07-23,2021-06-23,2021-07-22,8.07967,35.7474,,negatives.csv,15458,5
mesogeos-neg-15459-2021-07-23,0,no,2021-07-23,2021-06-23,2021-07-22,9.63029,36.9859,,negatives.csv,15459,0
mesogeos-neg-15460-2021-07-23,0,no,2021-07-23,2021-06-23,2021-07-22,6.76064,35.2238,,negatives.csv,15460,0
mesogeos-pos-00628-2021-07-24,1,yes,2021-07-24,2021-06-24,2021-07-23,1.49457,41.527,1586.0,positives.csv,628,3
mesogeos-pos-00646-2021-07-24,1,yes,2021-07-24,2021-06-24,2021-07-23,-1.63688,38.6271,562.0,positives.csv,646,7
mesogeos-pos-00647-2021-07-24,1,yes,2021-07-24,2021-06-24,2021-07-23,-1.8584,38.4861,2131.0,positives.csv,647,1
mesogeos-pos-03037-2021-07-24,1,yes,2021-07-24,2021-06-24,2021-07-23,13.7384,37.5296,230.0,positives.csv,3037,6
mesogeos-pos-03060-2021-07-24,1,yes,2021-07-24,2021-06-24,2021-07-23,13.6277,37.8417,459.0,positives.csv,3060,9
mesogeos-pos-03068-2021-07-24,1,yes,2021-07-24,2021-06-24,2021-07-23,14.3023,41.1745,108.0,positives.csv,3068,0
mesogeos-pos-03895-2021-07-24,1,yes,2021-07-24,2021-06-24,2021-07-23,2.64243,43.1682,809.0,positives.csv,3895,4
mesogeos-pos-04427-2021-07-24,1,yes,2021-07-24,2021-06-24,2021-07-23,-6.63109,37.4289,816.0,positives.csv,4427,4
mesogeos-pos-05943-2021-07-24,1,yes,2021-07-24,2021-06-24,2021-07-23,19.6288,40.6308,205.0,positives.csv,5943,8
mesogeos-pos-08375-2021-07-24,1,yes,2021-07-24,2021-06-24,2021-07-23,8.35154,36.7442,115.0,positives.csv,8375,7
mesogeos-pos-08376-2021-07-24,1,yes,2021-07-24,2021-06-24,2021-07-23,8.35154,36.3314,774.0,positives.csv,8376,0
mesogeos-pos-08380-2021-07-24,1,yes,2021-07-24,2021-06-24,2021-07-23,2.88408,36.4522,99.0,positives.csv,8380,5
mesogeos-pos-08386-2021-07-24,1,yes,2021-07-24,2021-06-24,2021-07-23,9.50947,37.2678,51.0,positives.csv,8386,7
mesogeos-neg-15461-2021-07-24,0,no,2021-07-24,2021-06-24,2021-07-23,13.5673,42.9769,,negatives.csv,15461,0
mesogeos-neg-15462-2021-07-24,0,no,2021-07-24,2021-06-24,2021-07-23,-0.529298,40.953,,negatives.csv,15462,2
mesogeos-neg-15463-2021-07-24,0,no,2021-07-24,2021-06-24,2021-07-23,-7.36613,39.785,,negatives.csv,15463,0
mesogeos-neg-15464-2021-07-24,0,no,2021-07-24,2021-06-24,2021-07-23,-7.30572,41.094,,negatives.csv,15464,1
mesogeos-neg-15465-2021-07-24,0,no,2021-07-24,2021-06-24,2021-07-23,-4.9093,41.3558,,negatives.csv,15465,2
mesogeos-pos-03036-2021-07-25,1,yes,2021-07-25,2021-06-25,2021-07-24,13.2853,37.6303,258.0,positives.csv,3036,6
mesogeos-pos-03053-2021-07-25,1,yes,2021-07-25,2021-06-25,2021-07-24,14.3929,37.3785,115.0,positives.csv,3053,1
mesogeos-pos-03087-2021-07-25,1,yes,2021-07-25,2021-06-25,2021-07-24,8.80464,39.8756,565.0,positives.csv,3087,8
mesogeos-pos-04816-2021-07-25,1,yes,2021-07-25,2021-06-25,2021-07-24,22.9415,37.6504,410.0,positives.csv,4816,3
mesogeos-pos-05995-2021-07-25,1,yes,2021-07-25,2021-06-25,2021-07-24,18.5715,42.6849,133.0,positives.csv,5995,3
mesogeos-pos-08385-2021-07-25,1,yes,2021-07-25,2021-06-25,2021-07-24,8.41195,36.3414,3562.0,positives.csv,8385,3
mesogeos-pos-08388-2021-07-25,1,yes,2021-07-25,2021-06-25,2021-07-24,9.24767,37.0161,362.0,positives.csv,8388,0
mesogeos-neg-15466-2021-07-25,0,no,2021-07-25,2021-06-25,2021-07-24,27.9357,38.1236,,negatives.csv,15466,4
mesogeos-neg-15467-2021-07-25,0,no,2021-07-25,2021-06-25,2021-07-24,-7.17482,40.9128,,negatives.csv,15467,2
mesogeos-neg-15468-2021-07-25,0,no,2021-07-25,2021-06-25,2021-07-24,29.1339,37.7511,,negatives.csv,15468,1
mesogeos-neg-15469-2021-07-25,0,no,2021-07-25,2021-06-25,2021-07-24,-3.56006,38.4559,,negatives.csv,15469,9
mesogeos-neg-15470-2021-07-25,0,no,2021-07-25,2021-06-25,2021-07-24,-2.93578,40.2482,,negatives.csv,15470,6
mesogeos-pos-02943-2021-07-26,1,yes,2021-07-26,2021-06-26,2021-07-25,14.5742,37.3181,63.0,positives.csv,2943,7
mesogeos-pos-03043-2021-07-26,1,yes,2021-07-26,2021-06-26,2021-07-25,18.1486,40.3187,75.0,positives.csv,3043,1
mesogeos-pos-08382-2021-07-26,1,yes,2021-07-26,2021-06-26,2021-07-25,10.0129,37.0261,35.0,positives.csv,8382,2
mesogeos-neg-15471-2021-07-26,0,no,2021-07-26,2021-06-26,2021-07-25,21.1492,40.3791,,negatives.csv,15471,7
mesogeos-neg-15472-2021-07-26,0,no,2021-07-26,2021-06-26,2021-07-25,-4.99992,42.2016,,negatives.csv,15472,1
mesogeos-neg-15473-2021-07-26,0,no,2021-07-26,2021-06-26,2021-07-25,-3.5802,41.5672,,negatives.csv,15473,6
mesogeos-neg-15474-2021-07-26,0,no,2021-07-26,2021-06-26,2021-07-25,6.22698,44.4772,,negatives.csv,15474,2
mesogeos-neg-15475-2021-07-26,0,no,2021-07-26,2021-06-26,2021-07-25,31.3591,37.4994,,negatives.csv,15475,0
mesogeos-neg-15476-2021-07-26,0,no,2021-07-26,2021-06-26,2021-07-25,-5.05027,42.7957,,negatives.csv,15476,7
mesogeos-pos-02953-2021-07-27,1,yes,2021-07-27,2021-06-27,2021-07-26,15.7321,38.0532,2840.0,positives.csv,2953,4
mesogeos-pos-03032-2021-07-27,1,yes,2021-07-27,2021-06-27,2021-07-26,14.6245,37.2376,73.0,positives.csv,3032,1
mesogeos-pos-03062-2021-07-27,1,yes,2021-07-27,2021-06-27,2021-07-26,14.5137,37.2376,294.0,positives.csv,3062,4
mesogeos-pos-03671-2021-07-27,1,yes,2021-07-27,2021-06-27,2021-07-26,11.3118,42.7755,32.0,positives.csv,3671,0
mesogeos-pos-03682-2021-07-27,1,yes,2021-07-27,2021-06-27,2021-07-26,16.2355,40.7214,329.0,positives.csv,3682,6
mesogeos-pos-04169-2021-07-27,1,yes,2021-07-27,2021-06-27,2021-07-26,14.9971,37.9021,2120.0,positives.csv,4169,1
mesogeos-pos-04820-2021-07-27,1,yes,2021-07-27,2021-06-27,2021-07-26,23.8779,38.1236,48.0,positives.csv,4820,1
mesogeos-pos-05997-2021-07-27,1,yes,2021-07-27,2021-06-27,2021-07-26,19.8503,40.1475,955.0,positives.csv,5997,8
mesogeos-pos-05998-2021-07-27,1,yes,2021-07-27,2021-06-27,2021-07-26,16.1449,43.6918,117.0,positives.csv,5998,9
mesogeos-pos-06691-2021-07-27,1,yes,2021-07-27,2021-06-27,2021-07-26,35.5579,33.1697,529.0,positives.csv,6691,8
mesogeos-pos-06692-2021-07-27,1,yes,2021-07-27,2021-06-27,2021-07-26,36.0714,34.4787,58.0,positives.csv,6692,8
mesogeos-neg-15477-2021-07-27,0,no,2021-07-27,2021-06-27,2021-07-26,-1.96916,37.731,,negatives.csv,15477,7
mesogeos-neg-15478-2021-07-27,0,no,2021-07-27,2021-06-27,2021-07-26,-6.6613,41.9901,,negatives.csv,15478,4
mesogeos-neg-15479-2021-07-27,0,no,2021-07-27,2021-06-27,2021-07-26,-5.0704,37.2174,,negatives.csv,15479,2
mesogeos-neg-15480-2021-07-27,0,no,2021-07-27,2021-06-27,2021-07-26,8.68381,39.1406,,negatives.csv,15480,0
mesogeos-neg-15481-2021-07-27,0,no,2021-07-27,2021-06-27,2021-07-26,-8.39316,37.6202,,negatives.csv,15481,0
mesogeos-neg-15482-2021-07-27,0,no,2021-07-27,2021-06-27,2021-07-26,14.3728,45.5042,,negatives.csv,15482,7
mesogeos-pos-00649-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,-7.31578,38.8486,207.0,positives.csv,649,7
mesogeos-pos-02941-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,14.3325,37.3785,49.0,positives.csv,2941,4
mesogeos-pos-02954-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,14.6648,37.4994,264.0,positives.csv,2954,1
mesogeos-pos-03044-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,16.3765,40.6711,34.0,positives.csv,3044,4
mesogeos-pos-03049-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,13.4666,37.4893,2089.0,positives.csv,3049,4
mesogeos-pos-03055-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,14.9366,37.2376,106.0,positives.csv,3055,5
mesogeos-pos-03684-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,13.2048,41.527,105.0,positives.csv,3684,3
mesogeos-pos-03685-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,12.9531,41.5874,54.0,positives.csv,3685,7
mesogeos-pos-04153-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,14.8762,37.8417,341.0,positives.csv,4153,7
mesogeos-pos-04818-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,21.7835,38.2042,111.0,positives.csv,4818,5
mesogeos-pos-04819-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,21.7332,37.9021,293.0,positives.csv,4819,1
mesogeos-pos-04886-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,35.6183,37.6303,1423.0,positives.csv,4886,1
mesogeos-pos-04888-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,35.3565,37.7914,171.0,positives.csv,4888,6
mesogeos-pos-04972-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,33.2722,34.9922,54.0,positives.csv,4972,9
mesogeos-pos-05945-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,19.5382,40.3489,1106.0,positives.csv,5945,5
mesogeos-pos-06003-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,17.9473,43.138,290.0,positives.csv,6003,7
mesogeos-pos-06690-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,33.2521,36.2005,7795.0,positives.csv,6690,0
mesogeos-pos-08378-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,4.15277,36.2307,121.0,positives.csv,8378,8
mesogeos-pos-08383-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,8.59319,36.8348,32.0,positives.csv,8383,9
mesogeos-pos-08387-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,7.53595,36.8952,144.0,positives.csv,8387,6
mesogeos-pos-08399-2021-07-28,1,yes,2021-07-28,2021-06-28,2021-07-27,3.61912,36.5126,69.0,positives.csv,8399,4
mesogeos-neg-15483-2021-07-28,0,no,2021-07-28,2021-06-28,2021-07-27,8.82478,34.8814,,negatives.csv,15483,4
mesogeos-neg-15484-2021-07-28,0,no,2021-07-28,2021-06-28,2021-07-27,29.5568,37.3282,,negatives.csv,15484,6
mesogeos-neg-15485-2021-07-28,0,no,2021-07-28,2021-06-28,2021-07-27,3.40767,44.4268,,negatives.csv,15485,7
mesogeos-neg-15486-2021-07-28,0,no,2021-07-28,2021-06-28,2021-07-27,-5.11068,42.0405,,negatives.csv,15486,7
mesogeos-neg-15487-2021-07-28,0,no,2021-07-28,2021-06-28,2021-07-27,28.5801,38.2445,,negatives.csv,15487,8
mesogeos-neg-15488-2021-07-28,0,no,2021-07-28,2021-06-28,2021-07-27,2.56188,43.3394,,negatives.csv,15488,6
mesogeos-pos-02939-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,13.3055,37.8921,5147.0,positives.csv,2939,6
mesogeos-pos-03047-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,13.4062,37.7008,1054.0,positives.csv,3047,9
mesogeos-pos-03051-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,14.5137,37.1671,257.0,positives.csv,3051,0
mesogeos-pos-03069-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,16.1852,38.6674,32.0,positives.csv,3069,9
mesogeos-pos-03074-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,14.2419,37.1268,308.0,positives.csv,3074,3
mesogeos-pos-03664-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,13.4666,41.3356,57.0,positives.csv,3664,0
mesogeos-pos-03686-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,16.3564,40.802,1059.0,positives.csv,3686,6
mesogeos-pos-03687-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,13.5169,41.3356,43.0,positives.csv,3687,4
mesogeos-pos-04175-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,13.7586,37.7511,394.0,positives.csv,4175,4
mesogeos-pos-04788-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,28.1371,36.714,11548.0,positives.csv,4788,1
mesogeos-pos-04791-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,28.7311,36.9859,10366.0,positives.csv,4791,9
mesogeos-pos-04883-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,31.9633,36.6234,32.0,positives.csv,4883,5
mesogeos-pos-04884-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,32.064,36.7341,15860.0,positives.csv,4884,6
mesogeos-pos-05944-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,19.5784,40.6308,139.0,positives.csv,5944,1
mesogeos-pos-05999-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,19.6086,40.3288,437.0,positives.csv,5999,3
mesogeos-pos-06001-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,17.4136,43.3998,249.0,positives.csv,6001,2
mesogeos-pos-06687-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,32.366,36.3314,266.0,positives.csv,6687,2
mesogeos-pos-06688-2021-07-29,1,yes,2021-07-29,2021-06-29,2021-07-28,33.6549,36.2307,3302.0,positives.csv,6688,1
