item_id,incident_id,incident_name,state,start_year,report_date,target_date,target_personnel,baseline_persistence,day_of_run,run_length
alloc-2015_2864375_TEPEE SPRINGS-2015-09-17,2015_2864375_TEPEE SPRINGS,Tepee Springs,ID,2015,2015-09-17,2015-09-18,147.0,174.0,35,44
alloc-2015_2864375_TEPEE SPRINGS-2015-09-25,2015_2864375_TEPEE SPRINGS,Tepee Springs,ID,2015,2015-09-25,2015-09-26,19.0,15.0,43,44
alloc-2015_2867919_NORTH STAR-2015-08-17,2015_2867919_NORTH STAR,NORTH STAR,WA,2015,2015-08-17,2015-08-18,111.0,116.0,4,42
alloc-2015_2867919_NORTH STAR-2015-08-24,2015_2867919_NORTH STAR,NORTH STAR,WA,2015,2015-08-24,2015-08-25,208.0,193.0,11,42
alloc-2015_2867919_NORTH STAR-2015-08-31,2015_2867919_NORTH STAR,NORTH STAR,WA,2015,2015-08-31,2015-09-01,351.0,243.0,18,42
alloc-2015_2867919_NORTH STAR-2015-09-08,2015_2867919_NORTH STAR,NORTH STAR,WA,2015,2015-09-08,2015-09-09,405.0,419.0,26,42
alloc-2015_2867919_NORTH STAR-2015-09-15,2015_2867919_NORTH STAR,NORTH STAR,WA,2015,2015-09-15,2015-09-16,453.0,418.0,33,42
alloc-2015_2867919_NORTH STAR-2015-09-23,2015_2867919_NORTH STAR,NORTH STAR,WA,2015,2015-09-23,2015-09-24,148.0,194.0,41,42
alloc-2015_2870956_CANYON CREEK COMPLEX-2015-08-16,2015_2870956_CANYON CREEK COMPLEX,CANYON CREEK COMPLEX,OR,2015,2015-08-16,2015-08-17,386.0,211.0,4,35
alloc-2015_2870956_CANYON CREEK COMPLEX-2015-08-22,2015_2870956_CANYON CREEK COMPLEX,CANYON CREEK COMPLEX,OR,2015,2015-08-22,2015-08-23,295.0,398.0,10,35
alloc-2015_2870956_CANYON CREEK COMPLEX-2015-08-28,2015_2870956_CANYON CREEK COMPLEX,CANYON CREEK COMPLEX,OR,2015,2015-08-28,2015-08-29,376.0,326.0,16,35
alloc-2015_2870956_CANYON CREEK COMPLEX-2015-09-03,2015_2870956_CANYON CREEK COMPLEX,CANYON CREEK COMPLEX,OR,2015,2015-09-03,2015-09-04,367.0,362.0,22,35
alloc-2015_2870956_CANYON CREEK COMPLEX-2015-09-09,2015_2870956_CANYON CREEK COMPLEX,CANYON CREEK COMPLEX,OR,2015,2015-09-09,2015-09-10,153.0,216.0,28,35
alloc-2015_2870956_CANYON CREEK COMPLEX-2015-09-15,2015_2870956_CANYON CREEK COMPLEX,CANYON CREEK COMPLEX,OR,2015,2015-09-15,2015-09-16,137.0,78.0,34,35
alloc-2015_2873774_LARKIN COMPLEX-2015-08-28,2015_2873774_LARKIN COMPLEX,LARKIN COMPLEX,ID,2015,2015-08-28,2015-08-29,4.0,4.0,4,11
alloc-2015_2873774_LARKIN COMPLEX-2015-08-29,2015_2873774_LARKIN COMPLEX,LARKIN COMPLEX,ID,2015,2015-08-29,2015-08-30,4.0,4.0,5,11
alloc-2015_2873774_LARKIN COMPLEX-2015-08-30,2015_2873774_LARKIN COMPLEX,LARKIN COMPLEX,ID,2015,2015-08-30,2015-08-31,4.0,4.0,6,11
alloc-2015_2873774_LARKIN COMPLEX-2015-08-31,2015_2873774_LARKIN COMPLEX,LARKIN COMPLEX,ID,2015,2015-08-31,2015-09-01,4.0,4.0,7,11
alloc-2015_2873774_LARKIN COMPLEX-2015-09-01,2015_2873774_LARKIN COMPLEX,LARKIN COMPLEX,ID,2015,2015-09-01,2015-09-02,4.0,4.0,8,11
alloc-2015_2873774_LARKIN COMPLEX-2015-09-03,2015_2873774_LARKIN COMPLEX,LARKIN COMPLEX,ID,2015,2015-09-03,2015-09-04,4.0,4.0,10,11
alloc-2015_2875162_MOTORWAY COMPLEX-2015-08-24,2015_2875162_MOTORWAY COMPLEX,MOTORWAY COMPLEX,ID,2015,2015-08-24,2015-08-25,144.0,135.0,4,27
alloc-2015_2875162_MOTORWAY COMPLEX-2015-08-28,2015_2875162_MOTORWAY COMPLEX,MOTORWAY COMPLEX,ID,2015,2015-08-28,2015-08-29,221.0,190.0,8,27
alloc-2015_2875162_MOTORWAY COMPLEX-2015-09-01,2015_2875162_MOTORWAY COMPLEX,MOTORWAY COMPLEX,ID,2015,2015-09-01,2015-09-02,200.0,174.0,12,27
alloc-2015_2875162_MOTORWAY COMPLEX-2015-09-06,2015_2875162_MOTORWAY COMPLEX,MOTORWAY COMPLEX,ID,2015,2015-09-06,2015-09-07,248.0,240.0,17,27
alloc-2015_2875162_MOTORWAY COMPLEX-2015-09-10,2015_2875162_MOTORWAY COMPLEX,MOTORWAY COMPLEX,ID,2015,2015-09-10,2015-09-11,207.0,207.0,21,27
alloc-2015_2875162_MOTORWAY COMPLEX-2015-09-15,2015_2875162_MOTORWAY COMPLEX,MOTORWAY COMPLEX,ID,2015,2015-09-15,2015-09-16,112.0,139.0,26,27
alloc-2015_2877328_FIRST CREEK-2015-08-17,2015_2877328_FIRST CREEK,First Creek,WA,2015,2015-08-17,2015-08-18,130.0,129.0,4,39
alloc-2015_2877328_FIRST CREEK-2015-08-23,2015_2877328_FIRST CREEK,First Creek,WA,2015,2015-08-23,2015-08-24,107.0,100.0,10,39
alloc-2015_2877328_FIRST CREEK-2015-08-30,2015_2877328_FIRST CREEK,First Creek,WA,2015,2015-08-30,2015-08-31,112.0,112.0,17,39
alloc-2015_2877328_FIRST CREEK-2015-09-06,2015_2877328_FIRST CREEK,First Creek,WA,2015,2015-09-06,2015-09-07,38.0,41.0,24,39
alloc-2015_2877328_FIRST CREEK-2015-09-13,2015_2877328_FIRST CREEK,First Creek,WA,2015,2015-09-13,2015-09-14,58.0,80.0,31,39
alloc-2015_2877328_FIRST CREEK-2015-09-20,2015_2877328_FIRST CREEK,First Creek,WA,2015,2015-09-20,2015-09-21,30.0,30.0,38,39
alloc-2015_2878511_GRIZZLY BEAR COMPLEX-2015-08-19,2015_2878511_GRIZZLY BEAR COMPLEX,Grizzly Bear Complex,WA,2015,2015-08-19,2015-08-20,106.0,106.0,4,11
alloc-2015_2878511_GRIZZLY BEAR COMPLEX-2015-08-20,2015_2878511_GRIZZLY BEAR COMPLEX,Grizzly Bear Complex,WA,2015,2015-08-20,2015-08-21,112.0,106.0,5,11
alloc-2015_2878511_GRIZZLY BEAR COMPLEX-2015-08-21,2015_2878511_GRIZZLY BEAR COMPLEX,Grizzly Bear Complex,WA,2015,2015-08-21,2015-08-22,146.0,112.0,6,11
alloc-2015_2878511_GRIZZLY BEAR COMPLEX-2015-08-22,2015_2878511_GRIZZLY BEAR COMPLEX,Grizzly Bear Complex,WA,2015,2015-08-22,2015-08-23,225.0,146.0,7,11
alloc-2015_2878511_GRIZZLY BEAR COMPLEX-2015-08-23,2015_2878511_GRIZZLY BEAR COMPLEX,Grizzly Bear Complex,WA,2015,2015-08-23,2015-08-24,249.0,225.0,8,11
alloc-2015_2878511_GRIZZLY BEAR COMPLEX-2015-08-25,2015_2878511_GRIZZLY BEAR COMPLEX,Grizzly Bear Complex,WA,2015,2015-08-25,2015-08-26,399.0,275.0,10,11
alloc-2015_2880290_SODA-2015-08-13,2015_2880290_SODA,SODA,ID,2015,2015-08-13,2015-08-14,192.0,132.0,4,14
alloc-2015_2880290_SODA-2015-08-14,2015_2880290_SODA,SODA,ID,2015,2015-08-14,2015-08-15,226.0,192.0,5,14
alloc-2015_2880290_SODA-2015-08-16,2015_2880290_SODA,SODA,ID,2015,2015-08-16,2015-08-17,206.0,214.0,7,14
alloc-2015_2880290_SODA-2015-08-18,2015_2880290_SODA,SODA,ID,2015,2015-08-18,2015-08-19,46.0,156.0,9,14
alloc-2015_2880290_SODA-2015-08-20,2015_2880290_SODA,SODA,ID,2015,2015-08-20,2015-08-21,46.0,46.0,11,14
alloc-2015_2880290_SODA-2015-08-22,2015_2880290_SODA,SODA,ID,2015,2015-08-22,2015-08-23,30.0,30.0,13,14
alloc-2015_2880759_WEST SCRIVER-2015-08-14,2015_2880759_WEST SCRIVER,West Scriver,ID,2015,2015-08-14,2015-08-15,119.0,124.0,4,20
alloc-2015_2880759_WEST SCRIVER-2015-08-17,2015_2880759_WEST SCRIVER,West Scriver,ID,2015,2015-08-17,2015-08-18,120.0,122.0,7,20
alloc-2015_2880759_WEST SCRIVER-2015-08-20,2015_2880759_WEST SCRIVER,West Scriver,ID,2015,2015-08-20,2015-08-21,101.0,94.0,10,20
alloc-2015_2880759_WEST SCRIVER-2015-08-23,2015_2880759_WEST SCRIVER,West Scriver,ID,2015,2015-08-23,2015-08-24,43.0,67.0,13,20
alloc-2015_2880759_WEST SCRIVER-2015-08-26,2015_2880759_WEST SCRIVER,West Scriver,ID,2015,2015-08-26,2015-08-27,38.0,41.0,16,20
alloc-2015_2880759_WEST SCRIVER-2015-08-29,2015_2880759_WEST SCRIVER,West Scriver,ID,2015,2015-08-29,2015-08-30,6.0,12.0,19,20
alloc-2015_2882088_CORNET-2015-08-21,2015_2882088_CORNET,Windy Ridge,OR,2015,2015-08-21,2015-08-22,169.0,219.0,4,11
alloc-2015_2882088_CORNET-2015-08-22,2015_2882088_CORNET,Windy Ridge,OR,2015,2015-08-22,2015-08-23,151.0,169.0,5,11
alloc-2015_2882088_CORNET-2015-08-23,2015_2882088_CORNET,Windy Ridge,OR,2015,2015-08-23,2015-08-24,134.0,151.0,6,11
alloc-2015_2882088_CORNET-2015-08-24,2015_2882088_CORNET,Windy Ridge,OR,2015,2015-08-24,2015-08-25,32.0,134.0,7,11
alloc-2015_2882088_CORNET-2015-08-25,2015_2882088_CORNET,Windy Ridge,OR,2015,2015-08-25,2015-08-26,33.0,32.0,8,11
alloc-2015_2882088_CORNET-2015-08-27,2015_2882088_CORNET,Windy Ridge,OR,2015,2015-08-27,2015-08-28,32.0,32.0,10,11
alloc-2015_2883365_UPPER SKAGIT COMPLEX-2015-08-25,2015_2883365_UPPER SKAGIT COMPLEX,UPPER SKAGIT COMPLEX,WA,2015,2015-08-25,2015-08-26,150.0,78.0,4,11
alloc-2015_2883365_UPPER SKAGIT COMPLEX-2015-08-26,2015_2883365_UPPER SKAGIT COMPLEX,UPPER SKAGIT COMPLEX,WA,2015,2015-08-26,2015-08-27,118.0,150.0,5,11
alloc-2015_2883365_UPPER SKAGIT COMPLEX-2015-08-27,2015_2883365_UPPER SKAGIT COMPLEX,UPPER SKAGIT COMPLEX,WA,2015,2015-08-27,2015-08-28,63.0,118.0,6,11
alloc-2015_2883365_UPPER SKAGIT COMPLEX-2015-08-28,2015_2883365_UPPER SKAGIT COMPLEX,UPPER SKAGIT COMPLEX,WA,2015,2015-08-28,2015-08-29,63.0,63.0,7,11
alloc-2015_2883365_UPPER SKAGIT COMPLEX-2015-08-29,2015_2883365_UPPER SKAGIT COMPLEX,UPPER SKAGIT COMPLEX,WA,2015,2015-08-29,2015-08-30,38.0,63.0,8,11
alloc-2015_2883365_UPPER SKAGIT COMPLEX-2015-08-31,2015_2883365_UPPER SKAGIT COMPLEX,UPPER SKAGIT COMPLEX,WA,2015,2015-08-31,2015-09-01,29.0,29.0,10,11
alloc-2015_2884431_MORRELL COMPLEX-2015-08-20,2015_2884431_MORRELL COMPLEX,MORRELL COMPLEX,MT,2015,2015-08-20,2015-08-21,65.0,66.0,4,20
alloc-2015_2884431_MORRELL COMPLEX-2015-08-23,2015_2884431_MORRELL COMPLEX,MORRELL COMPLEX,MT,2015,2015-08-23,2015-08-24,70.0,71.0,7,20
alloc-2015_2884431_MORRELL COMPLEX-2015-08-26,2015_2884431_MORRELL COMPLEX,MORRELL COMPLEX,MT,2015,2015-08-26,2015-08-27,72.0,71.0,10,20
alloc-2015_2884431_MORRELL COMPLEX-2015-08-29,2015_2884431_MORRELL COMPLEX,MORRELL COMPLEX,MT,2015,2015-08-29,2015-08-30,100.0,97.0,13,20
alloc-2015_2884431_MORRELL COMPLEX-2015-09-01,2015_2884431_MORRELL COMPLEX,MORRELL COMPLEX,MT,2015,2015-09-01,2015-09-02,81.0,90.0,16,20
alloc-2015_2884431_MORRELL COMPLEX-2015-09-04,2015_2884431_MORRELL COMPLEX,MORRELL COMPLEX,MT,2015,2015-09-04,2015-09-05,5.0,46.0,19,20
alloc-2015_2887809_BOBCAT-2015-08-19,2015_2887809_BOBCAT,Bobcat,ID,2015,2015-08-19,2015-08-20,117.0,55.0,4,16
alloc-2015_2887809_BOBCAT-2015-08-21,2015_2887809_BOBCAT,Bobcat,ID,2015,2015-08-21,2015-08-22,167.0,142.0,6,16
alloc-2015_2887809_BOBCAT-2015-08-23,2015_2887809_BOBCAT,Bobcat,ID,2015,2015-08-23,2015-08-24,157.0,185.0,8,16
alloc-2015_2887809_BOBCAT-2015-08-25,2015_2887809_BOBCAT,Bobcat,ID,2015,2015-08-25,2015-08-26,157.0,98.0,10,16
alloc-2015_2887809_BOBCAT-2015-08-27,2015_2887809_BOBCAT,Bobcat,ID,2015,2015-08-27,2015-08-28,32.0,26.0,12,16
alloc-2015_2887809_BOBCAT-2015-08-30,2015_2887809_BOBCAT,Bobcat,ID,2015,2015-08-30,2015-08-31,11.0,26.0,15,16
alloc-2015_2888586_NORTHEAST KOOTENAI COMPLEX-2015-08-19,2015_2888586_NORTHEAST KOOTENAI COMPLEX,NORTHEAST KOOTENAI COMPLEX,MT,2015,2015-08-19,2015-08-20,165.0,157.0,4,28
alloc-2015_2888586_NORTHEAST KOOTENAI COMPLEX-2015-08-23,2015_2888586_NORTHEAST KOOTENAI COMPLEX,NORTHEAST KOOTENAI COMPLEX,MT,2015,2015-08-23,2015-08-24,199.0,199.0,8,28
alloc-2015_2888586_NORTHEAST KOOTENAI COMPLEX-2015-08-28,2015_2888586_NORTHEAST KOOTENAI COMPLEX,NORTHEAST KOOTENAI COMPLEX,MT,2015,2015-08-28,2015-08-29,194.0,237.0,13,28
alloc-2015_2888586_NORTHEAST KOOTENAI COMPLEX-2015-09-01,2015_2888586_NORTHEAST KOOTENAI COMPLEX,NORTHEAST KOOTENAI COMPLEX,MT,2015,2015-09-01,2015-09-02,122.0,151.0,17,28
alloc-2015_2888586_NORTHEAST KOOTENAI COMPLEX-2015-09-06,2015_2888586_NORTHEAST KOOTENAI COMPLEX,NORTHEAST KOOTENAI COMPLEX,MT,2015,2015-09-06,2015-09-07,66.0,89.0,22,28
alloc-2015_2888586_NORTHEAST KOOTENAI COMPLEX-2015-09-11,2015_2888586_NORTHEAST KOOTENAI COMPLEX,NORTHEAST KOOTENAI COMPLEX,MT,2015,2015-09-11,2015-09-12,15.0,15.0,27,28
alloc-2015_2890578_CLARK FORK COMPLEX-2015-08-25,2015_2890578_CLARK FORK COMPLEX,CLARK FORK COMPLEX,ID,2015,2015-08-25,2015-08-26,93.0,78.0,4,10
alloc-2015_2890578_CLARK FORK COMPLEX-2015-08-26,2015_2890578_CLARK FORK COMPLEX,CLARK FORK COMPLEX,ID,2015,2015-08-26,2015-08-27,127.0,93.0,5,10
alloc-2015_2890578_CLARK FORK COMPLEX-2015-08-27,2015_2890578_CLARK FORK COMPLEX,CLARK FORK COMPLEX,ID,2015,2015-08-27,2015-08-28,138.0,127.0,6,10
alloc-2015_2890578_CLARK FORK COMPLEX-2015-08-28,2015_2890578_CLARK FORK COMPLEX,CLARK FORK COMPLEX,ID,2015,2015-08-28,2015-08-29,138.0,138.0,7,10
alloc-2015_2890578_CLARK FORK COMPLEX-2015-08-29,2015_2890578_CLARK FORK COMPLEX,CLARK FORK COMPLEX,ID,2015,2015-08-29,2015-08-30,136.0,138.0,8,10
alloc-2015_2890578_CLARK FORK COMPLEX-2015-08-30,2015_2890578_CLARK FORK COMPLEX,CLARK FORK COMPLEX,ID,2015,2015-08-30,2015-08-31,140.0,136.0,9,10
alloc-2015_2891473_GRIZZLY COMPLEX-2015-08-25,2015_2891473_GRIZZLY COMPLEX,GRIZZLY COMPLEX,ID,2015,2015-08-25,2015-08-26,89.0,73.0,4,17
alloc-2015_2891473_GRIZZLY COMPLEX-2015-08-27,2015_2891473_GRIZZLY COMPLEX,GRIZZLY COMPLEX,ID,2015,2015-08-27,2015-08-28,84.0,84.0,6,17
alloc-2015_2891473_GRIZZLY COMPLEX-2015-08-29,2015_2891473_GRIZZLY COMPLEX,GRIZZLY COMPLEX,ID,2015,2015-08-29,2015-08-30,100.0,96.0,8,17
alloc-2015_2891473_GRIZZLY COMPLEX-2015-09-01,2015_2891473_GRIZZLY COMPLEX,GRIZZLY COMPLEX,ID,2015,2015-09-01,2015-09-02,80.0,84.0,11,17
alloc-2015_2891473_GRIZZLY COMPLEX-2015-09-03,2015_2891473_GRIZZLY COMPLEX,GRIZZLY COMPLEX,ID,2015,2015-09-03,2015-09-04,50.0,77.0,13,17
alloc-2015_2891473_GRIZZLY COMPLEX-2015-09-06,2015_2891473_GRIZZLY COMPLEX,GRIZZLY COMPLEX,ID,2015,2015-09-06,2015-09-07,34.0,45.0,16,17
alloc-2015_2892247_SELWAY/ELK CITY/RED RIVER COMPLEX-2015-09-07,2015_2892247_SELWAY/ELK CITY/RED RIVER COMPLEX,SELWAY/ELK CITY/RED RIVER COMPLEX,ID,2015,2015-09-07,2015-09-08,149.0,172.0,4,14
alloc-2015_2892247_SELWAY/ELK CITY/RED RIVER COMPLEX-2015-09-08,2015_2892247_SELWAY/ELK CITY/RED RIVER COMPLEX,SELWAY/ELK CITY/RED RIVER COMPLEX,ID,2015,2015-09-08,2015-09-09,148.0,149.0,5,14
alloc-2015_2892247_SELWAY/ELK CITY/RED RIVER COMPLEX-2015-09-10,2015_2892247_SELWAY/ELK CITY/RED RIVER COMPLEX,SELWAY/ELK CITY/RED RIVER COMPLEX,ID,2015,2015-09-10,2015-09-11,157.0,166.0,7,14
alloc-2015_2892247_SELWAY/ELK CITY/RED RIVER COMPLEX-2015-09-12,2015_2892247_SELWAY/ELK CITY/RED RIVER COMPLEX,SELWAY/ELK CITY/RED RIVER COMPLEX,ID,2015,2015-09-12,2015-09-13,138.0,161.0,9,14
alloc-2015_2892247_SELWAY/ELK CITY/RED RIVER COMPLEX-2015-09-14,2015_2892247_SELWAY/ELK CITY/RED RIVER COMPLEX,SELWAY/ELK CITY/RED RIVER COMPLEX,ID,2015,2015-09-14,2015-09-15,86.0,147.0,11,14
alloc-2015_2892247_SELWAY/ELK CITY/RED RIVER COMPLEX-2015-09-16,2015_2892247_SELWAY/ELK CITY/RED RIVER COMPLEX,SELWAY/ELK CITY/RED RIVER COMPLEX,ID,2015,2015-09-16,2015-09-17,60.0,82.0,13,14
alloc-2015_2893226_SHEEP MOUNTAIN-2015-09-02,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-09-02,2015-09-03,10.0,6.0,4,12
alloc-2015_2893226_SHEEP MOUNTAIN-2015-09-03,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-09-03,2015-09-04,10.0,10.0,5,12
alloc-2015_2893226_SHEEP MOUNTAIN-2015-09-04,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-09-04,2015-09-05,10.0,10.0,6,12
alloc-2015_2893226_SHEEP MOUNTAIN-2015-09-06,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-09-06,2015-09-07,10.0,10.0,8,12
alloc-2015_2893226_SHEEP MOUNTAIN-2015-09-07,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-09-07,2015-09-08,10.0,10.0,9,12
alloc-2015_2893226_SHEEP MOUNTAIN-2015-09-09,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-09-09,2015-09-10,5.0,5.0,11,12
alloc-2015_2893226_SHEEP MOUNTAIN-2015-09-29,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-09-29,2015-09-30,92.0,91.0,4,13
alloc-2015_2893226_SHEEP MOUNTAIN-2015-09-30,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-09-30,2015-10-01,92.0,92.0,5,13
alloc-2015_2893226_SHEEP MOUNTAIN-2015-10-02,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-10-02,2015-10-03,27.0,92.0,7,13
alloc-2015_2893226_SHEEP MOUNTAIN-2015-10-03,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-10-03,2015-10-04,23.0,27.0,8,13
alloc-2015_2893226_SHEEP MOUNTAIN-2015-10-05,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-10-05,2015-10-06,19.0,17.0,10,13
alloc-2015_2893226_SHEEP MOUNTAIN-2015-10-07,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-10-07,2015-10-08,19.0,25.0,12,13
alloc-2015_2893226_SHEEP MOUNTAIN-2015-10-18,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-10-18,2015-10-19,28.0,28.0,4,13
alloc-2015_2893226_SHEEP MOUNTAIN-2015-10-19,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-10-19,2015-10-20,28.0,28.0,5,13
alloc-2015_2893226_SHEEP MOUNTAIN-2015-10-21,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-10-21,2015-10-22,28.0,28.0,7,13
alloc-2015_2893226_SHEEP MOUNTAIN-2015-10-22,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-10-22,2015-10-23,28.0,28.0,8,13
alloc-2015_2893226_SHEEP MOUNTAIN-2015-10-24,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-10-24,2015-10-25,26.0,26.0,10,13
alloc-2015_2893226_SHEEP MOUNTAIN-2015-10-26,2015_2893226_SHEEP MOUNTAIN,Sheep Mountain,MT,2015,2015-10-26,2015-10-27,26.0,26.0,12,13
alloc-2015_2897183_TUNK BLOCK-2015-09-12,2015_2897183_TUNK BLOCK,TUNK BLOCK,WA,2015,2015-09-12,2015-09-13,408.0,291.0,4,11
alloc-2015_2897183_TUNK BLOCK-2015-09-13,2015_2897183_TUNK BLOCK,TUNK BLOCK,WA,2015,2015-09-13,2015-09-14,422.0,408.0,5,11
alloc-2015_2897183_TUNK BLOCK-2015-09-14,2015_2897183_TUNK BLOCK,TUNK BLOCK,WA,2015,2015-09-14,2015-09-15,398.0,422.0,6,11
alloc-2015_2897183_TUNK BLOCK-2015-09-15,2015_2897183_TUNK BLOCK,TUNK BLOCK,WA,2015,2015-09-15,2015-09-16,299.0,398.0,7,11
alloc-2015_2897183_TUNK BLOCK-2015-09-16,2015_2897183_TUNK BLOCK,TUNK BLOCK,WA,2015,2015-09-16,2015-09-17,258.0,299.0,8,11
alloc-2015_2897183_TUNK BLOCK-2015-09-18,2015_2897183_TUNK BLOCK,TUNK BLOCK,WA,2015,2015-09-18,2015-09-19,259.0,257.0,10,11
alloc-2015_2898201_JAY PT/ BOULDER-2015-08-26,2015_2898201_JAY PT/ BOULDER,Jay Pt,ID,2015,2015-08-26,2015-08-27,112.0,118.0,4,24
alloc-2015_2898201_JAY PT/ BOULDER-2015-08-29,2015_2898201_JAY PT/ BOULDER,Jay Pt,ID,2015,2015-08-29,2015-08-30,75.0,84.0,7,24
alloc-2015_2898201_JAY PT/ BOULDER-2015-09-02,2015_2898201_JAY PT/ BOULDER,Jay Pt,ID,2015,2015-09-02,2015-09-03,93.0,69.0,11,24
alloc-2015_2898201_JAY PT/ BOULDER-2015-09-06,2015_2898201_JAY PT/ BOULDER,Jay Pt/ Boulder,ID,2015,2015-09-06,2015-09-07,70.0,59.0,15,24
alloc-2015_2898201_JAY PT/ BOULDER-2015-09-10,2015_2898201_JAY PT/ BOULDER,Jay Pt/ Boulder,ID,2015,2015-09-10,2015-09-11,10.0,10.0,19,24
alloc-2015_2898201_JAY PT/ BOULDER-2015-09-14,2015_2898201_JAY PT/ BOULDER,Jay Pt/ Boulder,ID,2015,2015-09-14,2015-09-15,6.0,8.0,23,24
alloc-2015_2902128_AVERY COMPLEX-2015-09-04,2015_2902128_AVERY COMPLEX,AVERY COMPLEX,ID,2015,2015-09-04,2015-09-05,179.0,128.0,4,12
alloc-2015_2902128_AVERY COMPLEX-2015-09-05,2015_2902128_AVERY COMPLEX,AVERY COMPLEX,ID,2015,2015-09-05,2015-09-06,192.0,179.0,5,12
alloc-2015_2902128_AVERY COMPLEX-2015-09-06,2015_2902128_AVERY COMPLEX,AVERY COMPLEX,ID,2015,2015-09-06,2015-09-07,190.0,192.0,6,12
alloc-2015_2902128_AVERY COMPLEX-2015-09-08,2015_2902128_AVERY COMPLEX,AVERY COMPLEX,ID,2015,2015-09-08,2015-09-09,200.0,200.0,8,12
alloc-2015_2902128_AVERY COMPLEX-2015-09-09,2015_2902128_AVERY COMPLEX,AVERY COMPLEX,ID,2015,2015-09-09,2015-09-10,177.0,200.0,9,12
alloc-2015_2902128_AVERY COMPLEX-2015-09-11,2015_2902128_AVERY COMPLEX,AVERY COMPLEX,ID,2015,2015-09-11,2015-09-12,126.0,132.0,11,12
alloc-2015_2903654_MOOSE RIDGE-2015-09-02,2015_2903654_MOOSE RIDGE,Moose Ridge,MT,2015,2015-09-02,2015-09-03,11.0,6.0,4,12
alloc-2015_2903654_MOOSE RIDGE-2015-09-03,2015_2903654_MOOSE RIDGE,Moose Ridge,MT,2015,2015-09-03,2015-09-04,11.0,11.0,5,12
alloc-2015_2903654_MOOSE RIDGE-2015-09-04,2015_2903654_MOOSE RIDGE,Moose Ridge,MT,2015,2015-09-04,2015-09-05,11.0,11.0,6,12
alloc-2015_2903654_MOOSE RIDGE-2015-09-06,2015_2903654_MOOSE RIDGE,Moose Ridge,MT,2015,2015-09-06,2015-09-07,11.0,11.0,8,12
alloc-2015_2903654_MOOSE RIDGE-2015-09-07,2015_2903654_MOOSE RIDGE,Moose Ridge,MT,2015,2015-09-07,2015-09-08,11.0,11.0,9,12
alloc-2015_2903654_MOOSE RIDGE-2015-09-09,2015_2903654_MOOSE RIDGE,Moose Ridge,MT,2015,2015-09-09,2015-09-10,10.0,11.0,11,12
alloc-2015_2906716_CHELAN COMPLEX-2015-08-24,2015_2906716_CHELAN COMPLEX,Chelan Complex,WA,2015,2015-08-24,2015-08-25,292.0,250.0,4,19
alloc-2015_2906716_CHELAN COMPLEX-2015-08-26,2015_2906716_CHELAN COMPLEX,Chelan Complex,WA,2015,2015-08-26,2015-08-27,373.0,274.0,6,19
alloc-2015_2906716_CHELAN COMPLEX-2015-08-29,2015_2906716_CHELAN COMPLEX,Chelan Complex,WA,2015,2015-08-29,2015-08-30,389.0,389.0,9,19
alloc-2015_2906716_CHELAN COMPLEX-2015-09-01,2015_2906716_CHELAN COMPLEX,Chelan Complex,WA,2015,2015-09-01,2015-09-02,363.0,327.0,12,19
alloc-2015_2906716_CHELAN COMPLEX-2015-09-04,2015_2906716_CHELAN COMPLEX,Chelan Complex,WA,2015,2015-09-04,2015-09-05,417.0,372.0,15,19
alloc-2015_2906716_CHELAN COMPLEX-2015-09-07,2015_2906716_CHELAN COMPLEX,Chelan Complex,WA,2015,2015-09-07,2015-09-08,245.0,332.0,18,19
alloc-2015_2906716_CHELAN COMPLEX-2015-09-13,2015_2906716_CHELAN COMPLEX,Chelan Complex,WA,2015,2015-09-13,2015-09-14,139.0,172.0,4,11
alloc-2015_2906716_CHELAN COMPLEX-2015-09-14,2015_2906716_CHELAN COMPLEX,Chelan Complex,WA,2015,2015-09-14,2015-09-15,139.0,139.0,5,11
alloc-2015_2906716_CHELAN COMPLEX-2015-09-15,2015_2906716_CHELAN COMPLEX,Chelan Complex,WA,2015,2015-09-15,2015-09-16,150.0,139.0,6,11
